County,Facility Name,IPSL/MFL,TX CURR
Siaya,Masogo Dispensary (Gem),17518,426
Siaya,Got Regea Dispensary,17520,134
Siaya,Randago Dispensary,17521,395
Siaya,Future Life Dispensary,17522,83
Siaya,Mur Malanga Dispensary,17523,226
Siaya,Ashburn Ohuru Clinic,17524,88
Siaya,Lidha Dispensary,17525,236
Siaya,Kambare Dispensary,17527,214
Siaya,Matibabu Ukwala Clinic,17529,379
Siaya,Umer Dispensary,17530,173
Siaya,Kabura Dispensary,17531,171
Siaya,Uhembo Dispensary,17532,77
Siaya,Karuoth Dispensary,17533,494
Siaya,Nyadhi Dispensary,17535,219
Nairobi County,EDARP Njiru Clinic,17548,1403
Kisumu,Corkran Clinic,17554,54
Nyandarua,Njambini Catholic Dispensary,17560,508
Nyeri,St Joseph Brothers,17576,127
Homa Bay,Integrated Development Fund (IDF) VCT,17585,179
Kericho,Live With Hope,17589,490
Homa Bay,Remba Dispensary,17593,307
Homa Bay,Rusinga Island of Hope Humanist Health Centre,17594,458
Kakamega,Shinyalu Health Centre,17596,323
Kakamega,Mugomari Dispensary,17597,31
Kitui,Kalambani Dispensary,17602,34
Migori,Ombo Bita Dispensary,17607,78
Mombasa,Seaside Nursing Home,17630,29
Machakos,Kititu Dispensary,17643,5
Kwale,Nyango Medical Clinic,17646,17
Vihiga,Hema Medical clinic,17674,20
Kisii,Kenyenya Medical Clinic (Kenyenya),17677,38
Nyamira,Rikenye Dispensary (Masaba),17678,78
Busia,Osieko Dispensary,17680,415
Kakamega,Manda Dispensary,17681,44
Nairobi County,Susamed Medical Clinic,17686,17
Homa Bay,MED 25,17690,599
Lamu,Mapenya Dispensary,17692,18
Homa Bay,Ringiti Dispensary,17710,146
Homa Bay,Ngeri Dispensary,17711,336
Nairobi County,Kayole EDARP Clinic,17719,3594
Nairobi County,Lea Toto Community Mukuru Reuben,17720,255
Homa Bay,Osani Community Health Center,17726,767
Nairobi County,Meridian Medical (Donholm),17727,25
Nyamira,Ensakia Dispensary,17730,15
Narok,Mulot Health Centre,17740,215
Homa Bay,Good Shepherd Ang'iya,17747,692
Narok,Baraka Health Centre,17757,63
Mombasa,Califonia Medical Clinic,17763,23
Mombasa,Singawa Medical Centre,17765,32
Mombasa,Akemo Medical Clinic,17770,22
Isiolo,Waso AIPCA Dispensary (Isiolo),17774,6
Kitui,Voo Health Centre,17778,112
Uasin Gishu,Ngelel Tarit,17829,1
Murang'a,Nyangiti Health Centre,17832,4
Homa Bay,International Medical Corps Mobile VCT (Mbita),17846,52
Homa Bay,Oyuma Dispensary (Rachuonyo),17852,103
Kilifi,Venoma Medical Clinic,17887,6
Kwale,Mzizima (CDF) Dispensary,17893,16
Mombasa,Kisauni Dispensary,17911,765
Homa Bay,Homa Bay Community Medical Clinic,17926,0
Kwale,Perani Private Clinic,17928,62
Kakamega,Indangalasia Dispensary,17929,100
Kakamega,Mirere Health Centre,17931,52
Nairobi County,St Francis Community Hospital (Kasarani),17943,858
Nairobi County,Thika Road Health Services Ltd (Kasarani),17950,29
Bungoma,Sango Natiri Dispensary,17986,65
Trans Nzoia,Namanjalala Dispensary,17994,115
Nairobi County,Prudent Medical Centre,18001,9
Nakuru,Algadir Medical Clinic,18009,146
Samburu,Nkutuk Elmuget Dispensary,18030,1
Mombasa,Meditrust Health Care Services,18040,74
Mombasa,Catholic Archdiocese of Mombasa CHBC & AIDS Relief,18043,1061
Homa Bay,Nyawango Dispensary,18051,120
Mombasa,Barsheba Medical Clinic,18071,18
Homa Bay,Miorre Dispensary,18075,0
Homa Bay,Kiembe Dispensary,18077,68
Kisumu,Oriang Alwala Dispensary,18086,52
Kitui,Ukasi Model Health Centre,18090,82
Siaya,Tuungane,18109,43
Busia,Buburi Clinic,18120,76
Kericho,Kimugu Dispensary,18129,118
Bungoma,Sikusi Dispensary,18145,3
Makueni,AP Senior Staff College,18171,62
Taita Taveta,Mahandakini Dispensary,18187,23
Kajiado,Topcare Nursing Home,18189,77
Kitui,Nyumbani Village Catholic Dispensary,18199,111
Mombasa,Mlaleo Health Centre (MOH),18210,554
Mombasa,Railway Dispensary (Kilindini),18211,153
Mombasa,Kenya Ports Authority Staff Clinic,18212,564
Nairobi County,St Alice (EDARP) Dandora,18219,2069
Kisumu,Langi Kawino Dispensary,18250,25
Siaya,GOK Prison Siaya,18264,36
Kilifi,Bomu Medical Centre (Mariakani),18267,2676
Kisumu,Wanganga Health Centre,18283,75
Kisumu,Ahero Medical Center,18291,157
Kilifi,Maweni Community Clinic,18302,23
Siaya,Ligala Dispensary,18320,238
Siaya,Got Osimbo Dispensary,18321,131
Kisii,Keragia Dispensary (Gucha),18336,92
Kisii,Igorera Medical Clinic,18340,27
Kiambu,Uon Thika Drop In Centre Ii (Chivpr),18345,173
Bungoma,Kamukuywa Dispensary,18346,114
Kakamega,Eluche,18361,38
Nakuru,Afraha Maternity and Nursing Home,18382,52
Siaya,Barding Dispensary,18396,128
Nairobi County,St Veronica EDARP Clinic,18409,1007
Kisumu,Masaba Hospital Kisumu,18414,34
Kisumu,The Hope Medical Centre-Awasi,18415,113
Homa Bay,Nyakweri Dispensary,18420,136
Kisumu,Katolo-Manyatta Health Centre,18421,106
Kisumu,Oriang Kanyadwera Dispensary,18422,14
Siaya,Siala Kaduol,18426,79
Kisumu,Magina Dispensary,18430,125
Kiambu,Makongeni Dispensary,18432,304
Nyamira,Nyanturago Health Centre,18446,33
Kisii,Moogi Dispensary,18447,69
Nairobi County,Mukuru Health Centre,18463,366
Kwale,Pendo Medical Clinic,18496,12
Migori,Tuungane Centre Awendo,18503,34
Nairobi County,Kemri Mimosa,18505,760
Bomet,Kapisimba Dispensary,18506,16
Trans Nzoia,St Raphael Dispensary,18515,257
Nyeri,Nyeri Drop in Centre,18518,114
Bomet,Mulot Dispensary,18519,42
Bomet,Sibaiyan,18520,17
Bomet,Kwenik-Ab-Ilet Dispensary,18521,5
Bomet,Nyongores Dispensary,18523,9
Bomet,Kimuchul Dispensary,18524,10
Homa Bay,Ragwe Dispensary,18530,115
Homa Bay,Koywech Dispensary,18531,237
Trans Nzoia,Bidii Health Centre,18532,3
Nairobi County,Adventist Centre For Care and Support (Westlands),18535,41
Kitui,Maseki Dispensary,18550,14
Siaya,Tumaini Dice(Asembo Bay),18557,16
Bungoma,Chemwa Bridge Dispensary,18563,35
Siaya,Chianda Dispensary (Rarieda),18564,118
Kwale,Royal Run Medical Clinic,18572,32
Nyamira,Mong'oni,18576,36
Nyamira,Mosobeti Dispensary,18580,5
Machakos,Mlolongo Health Center,18581,466
Bungoma,Chesinende Dispensary,18582,7
Bungoma,Chemworemwo Dispensary,18583,3
Nairobi County,Meridian Medical Capital Centre,18591,15
Makueni,Kambu Model Health Centre,18596,70
Kiambu,Gachororo Health Centre,18608,101
Homa Bay,Atela Dispensary,18610,220
Nairobi County,Fremo Medical Centre,18612,102
Kakamega,Lumino Dispensary,18624,50
Kakamega,Mlimani Dispensary,18625,21
Kisumu,House of Hope Clinic,18720,103
Kisumu,Radienya Dispensary,18722,179
Kisumu,Pedo Dispensary,18725,100
Nairobi County,Kariobangi EDARP,18743,1889
Nairobi County,Premium Health services,18744,17
Nairobi County,Comboni Missionary Sisters Health Programme,18745,339
Kiambu,Lang'ata Dispensary (Ruiru),18762,313
Uasin Gishu,St Lukes Orthopaedic and Trauma Hospital,18776,150
Kakamega,Mugai Dispensary,18779,18
Nyamira,New Hope Clinic (Nyamira),18792,30
Kakamega,Kamashia Dispensary,18802,12
Nairobi County,Bodaki Medical Clinic,18805,30
Nairobi County,Zimmerman centre (Lea Toto Mwiki),18828,320
Kirinyaga,Mwea Drop in Centre,18833,64
Mombasa,Afya Medical Centre,18845,92
Mombasa,Optimum Care Medical,18870,11
Homa Bay,Got Kamondi Dispensary,18874,81
Homa Bay,Kachuth Dispensary,18876,265
Homa Bay,Otange Dispensary,18877,288
Nairobi County,Githongoro Runda Baptist Clinic (Getrudes Nairobi),18887,415
Homa Bay,Ong'amo Dispensary,18892,81
Nairobi County,Korogocho Health Centre,18895,29
Nairobi County,Swop Thika Road,18896,204
Migori,Dice Clinic Migori,18897,150
Siaya,Odede Community Health Center,18912,176
Kakamega,Butere Iranda Health Centre,18939,35
Uasin Gishu,Reale Medical Clinic,18983,80
Uasin Gishu,Hope World Wide- Eldoret,19114,84
Nakuru,Northstar Alliance Wellness Centre (Mai Mahiu),19123,75
Kericho,Kapsongoi Dispensary,19157,25
Uasin Gishu,Fountain Medical Clinic,19173,41
Trans Nzoia,Mitume Dispensary Kitale,19260,3
Nairobi County,Swop Korogocho,19271,345
Bomet,Kaproret Dispensary,19294,115
Nairobi County,Swop Outreach Project Clinic,19429,210
Nairobi County,Mariakani Cottage Hospital Utawala Clinic,19432,6
Nairobi County,Meridian Medical - Landmark (Westlands),19546,27
Mombasa,Health Source Medical Centre,19597,15
Mombasa,Al-Firdaus Health Care,19629,9
Nairobi County,Swop Kawangware,19719,166
Homa Bay,Makongeni Dispensary,19858,470
Homa Bay,Pala Masogo Health Centre,19859,318
Homa Bay,Nyarut Health Centre,19860,197
Homa Bay,Koduogo Dispensary,19861,362
Kwale,Gazi Bay Medical Clinic,19862,3
Homa Bay,Nyawawa Dispensary,19863,74
Homa Bay,Nyawita Dispensary,19864,163
Homa Bay,Obuya Dispensary,19866,154
Homa Bay,Nyambare Dispensary,19867,87
Homa Bay,Nduga Dispensary,19868,148
Kisumu,Kisumu Police Lines Dispensary,19869,27
Meru,Meru Drop in Centre,19879,65
Tharaka Nithi,Marps -Chuka Dice Clinic,19882,56
Busia,Nasira Dispensary,19887,7
Kakamega,Eshiabwali Dispensary,19899,36
Homa Bay,Wikondiek Dispensary,19909,75
Nairobi County,Lea Toto Kawangware,19914,378
Kisii,Gionsaria Dispensary (Nyamache),19916,39
Kisii,Kiobegi Dispensary (Nyamache),19917,33
Migori,Got kachola,19928,201
Migori,Imc Tekeleza Dice Clinic Karungu,19929,172
Migori,Imc Tekeleza Dice Clinic Muhuru,19930,281
Nairobi County,AAR Gwh Health Care Ltd,19958,44
Kakamega,Sakali Dispensary,19960,46
Kiambu,Holy Family Mission Hospital Githunguri,19963,711
Homa Bay,Ekialo Kiano VCT,19971,0
Kisii,Egetuki GOK Dispensary,19984,53
Uasin Gishu,Racecourse Hospital,19990,4
Kakamega,Isumba Dispensary,19991,8
Siaya,Maliera Mission Dispensary,20013,228
Migori,Imc Tekeleza Dice - Isebania,20019,131
Kisumu,Otieno Owala Dispensary,20024,17
Homa Bay,Sindo Drop-in-Centre,20029,41
Kakamega,Emukaba Dispensary,20039,104
Kakamega,Sisokhe Dispensary,20041,8
Kakamega,Butingo Dispensary,20043,67
Kakamega,Kisembe Dispensary,20044,7
Migori,Oasis Doctors Plaza,20051,26
Kisumu,Osewre dispensary,20069,21
Nairobi County,Farmers choice wellness centre clinic,20078,13
Homa Bay,Gethsemane Gardens Mission hospital,20102,0
Nairobi County,Meridian Medical centre(Nation Centre Bldg ),20104,36
Nairobi County,Dr Maina Ruga Medical Clinic (Jubilee Exchange Medical Clinic -Starehe),20106,14
Kisii,Mosocho Market Dispensary,20114,199
Kisumu,Avenue Hospital - Kisumu,20123,36
Busia,Kamuriai Dispensary,20124,7
Nakuru,Rhonda Dispensary,20137,249
Nyamira,Kenyenya Health Centre,20141,32
Homa Bay,Kasewe Dispensary,20153,56
Busia,Pesi Medical Centre,20167,17
Homa Bay,Kangir Dispensary,20169,95
Busia,Amongúra dispensary,20170,15
Homa Bay,Nyangajo Dispensary,20172,26
Homa Bay,Ndere Dispensary,20173,113
Kakamega,Vikunga Dispensary,20174,50
Kakamega,Virhembe Medical Clinic,20175,27
Busia,Ngelechom dispensary,20181,2
Kakamega,Buyemi Dispensary,20188,14
Kisumu,Mbaka Oromo Dispensary,20199,32
Kitui,Mwingi Drop in Centre,20203,98
Kisumu,Onyuongo Dispensary,20209,113
Homa Bay,Kobodo Dispensary,20241,194
Homa Bay,Unga/Adek Dispensary,20242,271
Mombasa,Mombasa Catholic Health Care Services,20280,434
Homa Bay,Lwanda Kobita Dispensary,20285,225
Kisumu,Dago Jonyo dispensary,20337,9
Nakuru,Nakuru Heart Centre,20343,60
Homa Bay,Kome Dispensary,20347,123
Homa Bay,Ringa Dispensary,20364,953
Homa Bay,Malongo Dispensary,20379,145
Nairobi County,Dr.Charles.J.R.Opondo (landmark plaza),20393,35
Nairobi County,Dr. F W Mwendwa (Upper Hill medical centre),20396,84
Nairobi County,Dr.K.Gicheru(Upper Hill Centre),20397,11
Kisii,International Medical Corps Tekeleza DiCE Kisii,20408,131
Kitui,Kitui drop in Centre,20448,47
Kakamega,Ebuhala Health Centre,20515,69
Kakamega,Mundobelwa Health Centre,20516,20
Kisumu,Tumaini DiCE(Naselica-Kisumu East),20523,258
Nakuru,Dr. Babu Bora Clinic,20553,113
Migori,Obware Dispensary,20568,176
Homa Bay,Ngeta Dispensary,20618,112
Kiambu,Avenue Healthcare Thika,20628,24
Nairobi County,Hurlingham VCT,20666,3502
Kilifi,St.Benedicto XVI H/Centre,20686,173
Kisumu,KASH DICE,20700,77
Kisumu,Meridian Medical Centre (Kisumu East),20957,21
Vihiga,Mago Care Health Centre,21115,164
Embu,Embu DICE,21117,149
Narok,KYC Transmara,21206,8
Nairobi County,Emerging Infectious Disease Center,21215,366
Kisumu,Lolwe Dispensary,21262,52
Kitui,AP Kanyonyo Dispensary,,3
Kilifi,New Mwananchi Maternity and Nursing Home,,107
Kisumu,AAR Kisumu,,49
Kilifi,Mkuyuni Clinic,,139
Migori,Migingo,,57
Kitui,Mutomo Athi Community,,170
Homa Bay,Wikoteng Dispensary,,103
Kitui,Mutomo Kaliani Community Clinic,,41
Nairobi County,Nairobi Pipeline Health,,7
Kisii,Bosongo Medical Centre,,19
Makueni,Makindu Drop in Centre,,196
Machakos,Machakos Dice,,56
Machakos,Shalom Community Hospital Athi River,,280
Kisumu,St Monica Town Clinic,,1023
Taita Taveta,St.Joseph Dispensary  - Maungu,,185
Nairobi County,SWOP Lang'ata,,143
Kisumu,Tumaini Dice (Awasi),,31
Kisumu,Tumaini Dice (Sondu),,31
Vihiga,Vigeze Community Dispensary,,432
Embu,Kitololoni Catholic Dispensary,,194
